code;url;product_name;brands;stores;nutrition_grade_fr;categories;main_category_fr;countries_fr;image_url;image_small_url;last_modified_t;energy_100g;fat_100g;carbohydrates_100g;sugars_100g;fiber_100g;proteins_100g;salt_100g
20026554;http://world-fr.openfoodfacts.org/produit/20026554/butterkeks-mit-zartbitterschokolade-zartbitter-sondey;Butterkeks Mit Zartbitterschokolade, Zartbitter;Sondey;LIDL;e;Biscuits au chocolat noir;Biscuits;France;https://static.openfoodfacts.org/images/products/20026554/front_fr.13.400.jpg;https://static.openfoodfacts.org/images/products/20026554/front_fr.13.200.jpg;1523549757;2142.0;27.4;56.9;36.0;;6.4;0.5
20026578;http://world-fr.openfoodfacts.org/produit/20026578/gaufrettes-roulees-chocolat-noir-sondey;Gaufrettes roulées chocolat noir;Sondey;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/20026578/front_fr.38.400.jpg;https://static.openfoodfacts.org/images/products/20026578/front_fr.38.200.jpg;1526214901;2251.0;30.6;58.2;33.5;;5.8;0.44
20030049;http://world-fr.openfoodfacts.org/produit/20030049/choco-pouce-sondey;Choco Pouce;Sondey;Lidl;e;Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/20030049/front_fr.10.400.jpg;https://static.openfoodfacts.org/images/products/20030049/front_fr.10.200.jpg;1410963683;2116.0;25.0;62.0;36.0;2.3;7.0;0.254
20034177;http://world-fr.openfoodfacts.org/produit/20034177/cantuccini-alle-mandorle-realforno;Cantuccini alle mandorle;Realforno,ITALIAMO;LIDL;d;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/20034177/front_fr.17.400.jpg;https://static.openfoodfacts.org/images/products/20034177/front_fr.17.200.jpg;1523806562;1795.0;14.1;62.9;33.6;4.4;9.8;0.3
20034184;http://world-fr.openfoodfacts.org/produit/20034184/amaretti-italian-biscuits-italiamo;Amaretti Italian Biscuits;Italiamo;LIDL;d;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/20034184/front_fr.8.400.jpg;https://static.openfoodfacts.org/images/products/20034184/front_fr.8.200.jpg;1456672117;1840.0;10.2;77.7;74.0;;6.9;0.2
20057459;http://world-fr.openfoodfacts.org/produit/20057459/gouters-fourres-gout-vanille-sondey;Gouters fourrés goût Vanille;Sondey;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/20057459/front_fr.3.400.jpg;https://static.openfoodfacts.org/images/products/20057459/front_fr.3.200.jpg;1448127438;2085.0;21.0;71.0;36.0;2.0;5.0;0.254
20081232;http://world-fr.openfoodfacts.org/produit/20081232/captain-rondo-cacao-sondey;Captain RONDO cacao;Sondey,Lidl;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits fourrés,Goûters fourrés;Biscuits;France;https://static.openfoodfacts.org/images/products/20081232/front_fr.56.400.jpg;https://static.openfoodfacts.org/images/products/20081232/front_fr.56.200.jpg;1525362213;2029.0;20.0;69.0;36.0;2.7;6.0;0.3
20082986;http://world-fr.openfoodfacts.org/produit/20082986/envitas-cereales-pepites-de-chocolat-sondey;Envitas Céréales & Pépites de Chocolat;Sondey,Lidl;;d;Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/20082986/front_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/20082986/front_fr.7.200.jpg;1510305954;1945.0;17.5;64.5;28.0;7.0;8.5;0.72
20084134;http://world-fr.openfoodfacts.org/produit/20084134/petit-beurre-tablette-sondey;Petit beurre tablette;Sondey,Lidl;Lidl;c;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat au lait;Biscuits;France;https://static.openfoodfacts.org/images/products/20084134/front_fr.61.400.jpg;https://static.openfoodfacts.org/images/products/20084134/front_fr.61.200.jpg;1526173645;674.0;0.5;38.0;33.0;2.5;0.5;0.1
20093716;http://world-fr.openfoodfacts.org/produit/20093716/palets-bretons-pur-beurre-saveurs-de-nos-regions;Palets Bretons Pur beurre;Saveurs de nos Régions,Lidl;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits sablés,Palets,Palets bretons;Biscuits;France;https://static.openfoodfacts.org/images/products/20093716/front_fr.50.400.jpg;https://static.openfoodfacts.org/images/products/20093716/front_fr.50.200.jpg;1526123269;2113.0;25.0;63.0;23.0;;6.0;1.0
20100940;http://world-fr.openfoodfacts.org/produit/20100940/petit-beurre-tablette-chocolat-au-lait-sondey;Petit-beurre tablette chocolat au lait;Sondey;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/20100940/front_fr.31.400.jpg;https://static.openfoodfacts.org/images/products/20100940/front_fr.31.200.jpg;1525763803;2079.0;23.0;64.0;34.0;;7.3;0.5
20114343;http://world-fr.openfoodfacts.org/produit/20114343/cocottes-chocolat-graines-st-michel;Cocottes Chocolat Graines;St Michel;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/20114343/front_fr.17.400.jpg;https://static.openfoodfacts.org/images/products/20114343/front_fr.17.200.jpg;1520240521;2201.0;28.0;60.0;29.0;2.8;7.0;0.63
20127541;http://world-fr.openfoodfacts.org/produit/20127541/petit-beurre-au-chocolat-noir-delicia;Petit Beurre au Chocolat Noir;Delicia;Norma;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat noir;Biscuits;France;https://static.openfoodfacts.org/images/products/20127541/front_fr.10.400.jpg;https://static.openfoodfacts.org/images/products/20127541/front_fr.10.200.jpg;1458673399;2035.0;22.1;63.5;37.0;4.1;6.2;0.6502399999999999
20132170;http://world-fr.openfoodfacts.org/produit/20132170/speculoos-biscuits-a-la-canelle-sondey;Spéculoos, biscuits à la canelle;Sondey,Belgix;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Spéculoos;Biscuits;France;https://static.openfoodfacts.org/images/products/20132170/front_fr.26.400.jpg;https://static.openfoodfacts.org/images/products/20132170/front_fr.26.200.jpg;1525564590;2025.0;18.0;74.0;34.0;1.7;5.7;0.83
20136307;http://world-fr.openfoodfacts.org/produit/20136307/brasilia-catago;Brasilia;Catago;;e;Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/20136307/front_fr.5.400.jpg;https://static.openfoodfacts.org/images/products/20136307/front_fr.5.200.jpg;1520174852;2259.0;31.0;58.1;55.6;;5.4;0.14
20136338;http://world-fr.openfoodfacts.org/produit/20136338/truffino-chocolat-noir-catago;Truffino Chocolat Noir;Catago,Sondey,Lidl;;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/20136338/front_fr.15.400.jpg;https://static.openfoodfacts.org/images/products/20136338/front_fr.15.200.jpg;1520349516;2226.0;30.7;56.2;42.2;;5.3;0.13
20136369;http://world-fr.openfoodfacts.org/produit/20136369/medaillon-capuccino-catago;Médaillon Capuccino;Catago;;e;Biscuits au chocolat au lait;Biscuits;France;https://static.openfoodfacts.org/images/products/20136369/front_fr.3.400.jpg;https://static.openfoodfacts.org/images/products/20136369/front_fr.3.200.jpg;1510239633;2339.0;34.5;55.6;46.5;;5.6;0.18
20143817;http://world-fr.openfoodfacts.org/produit/20143817/biscino-sondey;Biscino;Sondey;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Petits beurres chocolat au lait;Biscuits;France;https://static.openfoodfacts.org/images/products/20143817/front_fr.41.400.jpg;https://static.openfoodfacts.org/images/products/20143817/front_fr.41.200.jpg;1525858212;2092.0;23.8;62.6;35.1;0.0;7.4;0.0
20143824;http://world-fr.openfoodfacts.org/produit/20143824/biscino-chocolat-noir-sondey;Biscino Chocolat Noir;Sondey;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat noir;Biscuits;France;https://static.openfoodfacts.org/images/products/20143824/front_fr.16.400.jpg;https://static.openfoodfacts.org/images/products/20143824/front_fr.16.200.jpg;1523906206;2054.0;23.3;60.5;30.9;;6.9;0.38
20149871;http://world-fr.openfoodfacts.org/produit/20149871/petit-clown-noir-sondey;Petit Clown Noir;Sondey;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat noir;Biscuits;France;https://static.openfoodfacts.org/images/products/20149871/front_fr.16.400.jpg;https://static.openfoodfacts.org/images/products/20149871/front_fr.16.200.jpg;1522316512;2069.0;23.0;63.0;32.0;;7.0;0.43
20149888;http://world-fr.openfoodfacts.org/produit/20149888/petit-clown-noir-sondey;Petit clown noir;Sondey;Lidl;e;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, en:chocolate-biscuits, en:dark-chocolate-biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/20149888/front_fr.22.400.jpg;https://static.openfoodfacts.org/images/products/20149888/front_fr.22.200.jpg;1518895723;2067.0;23.0;63.0;32.0;2.5;7.0;0.43
20156060;http://world-fr.openfoodfacts.org/produit/20156060/biscuits-bio-aux-flocons-d-avoine-nappes-de-chocolat-au-lait-bio-sonne;Biscuits bio, aux flocons d'avoine nappés de chocolat au lait;Bio Sonne;Norma;e;Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/20156060/front_fr.3.400.jpg;https://static.openfoodfacts.org/images/products/20156060/front_fr.3.200.jpg;1496420602;2094.0;24.0;61.0;34.0;4.3;7.9;0.55
20166168;http://world-fr.openfoodfacts.org/produit/20166168/le-sfoglie-puff-pasty-italiamo;Le Sfoglie, Puff Pasty;Italiamo;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits feuilletés,Palmiers;Biscuits;France;https://static.openfoodfacts.org/images/products/20166168/front_fr.6.400.jpg;https://static.openfoodfacts.org/images/products/20166168/front_fr.6.200.jpg;1521143374;2238.0;29.8;54.9;18.8;;6.7;0.8
20173302;http://world-fr.openfoodfacts.org/produit/20173302/amaretto-morbido-con-farina-italiamo;Amaretto morbido con farina;Italiamo,Lidl;Lidl;d;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits secs;Biscuits;France;https://static.openfoodfacts.org/images/products/20173302/front_fr.17.400.jpg;https://static.openfoodfacts.org/images/products/20173302/front_fr.17.200.jpg;1526118275;1686.0;14.2;56.4;44.5;0.0;9.6;0.23
20176587;http://world-fr.openfoodfacts.org/produit/20176587/biscuits-sables-chocolat-au-lait-sondey;Biscuits sablés chocolat au lait;Sondey;Lidl;e;Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/20176587/front_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/20176587/front_fr.7.200.jpg;1522672270;2160.0;26.8;60.0;24.0;2.8;7.6;1.12
20176594;http://world-fr.openfoodfacts.org/produit/20176594/grandino-chocolat-noir-sondey;Grandino chocolat noir;Sondey;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Biscuits au chocolat noir;Biscuits;France;https://static.openfoodfacts.org/images/products/20176594/front_fr.20.400.jpg;https://static.openfoodfacts.org/images/products/20176594/front_fr.20.200.jpg;1522316720;2132.0;26.3;58.9;21.7;;7.6;0.93
20176686;http://world-fr.openfoodfacts.org/produit/20176686/couronnes-de-coco-kokoskranzen-sondey;Couronnes de coco (Kokoskranzen);Sondey;LIDL;e;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/20176686/front_fr.3.400.jpg;https://static.openfoodfacts.org/images/products/20176686/front_fr.3.200.jpg;1495137740;1966.0;25.0;53.0;35.0;0.0;4.5;0.2
20192181;http://world-fr.openfoodfacts.org/produit/20192181/pate-a-tartiner-aux-noisettes-et-gressins-nussa;Pâte à tartiner aux noisettes et Gressins;Nussa,Choco Nussa;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/20192181/front_fr.3.400.jpg;https://static.openfoodfacts.org/images/products/20192181/front_fr.3.200.jpg;1520350614;2050.0;21.9;63.6;37.6;;7.9;0.85
20198989;http://world-fr.openfoodfacts.org/produit/20198989/biscuits-cuillers-sondey;Biscuits Cuillers;Sondey;LIDL;d;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits secs,Boudoirs;Biscuits;France;https://static.openfoodfacts.org/images/products/20198989/front_fr.9.400.jpg;https://static.openfoodfacts.org/images/products/20198989/front_fr.9.200.jpg;1501426094;1478.0;3.4;72.0;47.0;;7.0;0.4
20211141;http://world-fr.openfoodfacts.org/produit/20211141/captain-rondo-choco-duo-sondey;Captain Rondo Choco Duo;sondey;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/20211141/front_fr.11.400.jpg;https://static.openfoodfacts.org/images/products/20211141/front_fr.11.200.jpg;1525938453;2063.0;21.0;67.0;34.0;;7.0;0.5
20213671;http://world-fr.openfoodfacts.org/produit/20213671/barquettes-fraise-sondey;Barquettes fraise;Sondey,Lidl;Lidl;d;Snacks sucrés,Biscuits et gâteaux,Biscuits,Barquettes,Biscuits à la fraise,Barquettes à la fraise;Biscuits;France;https://static.openfoodfacts.org/images/products/20213671/front_fr.6.400.jpg;https://static.openfoodfacts.org/images/products/20213671/front_fr.6.200.jpg;1520276697;1464.0;2.1;78.0;60.0;;4.2;0.08
20213688;http://world-fr.openfoodfacts.org/produit/20213688/barquettes-abricot-sondey;Barquettes Abricot;Sondey;LIDL;d;Snacks sucrés,Biscuits et gâteaux,Biscuits,Barquettes;Biscuits;France;https://static.openfoodfacts.org/images/products/20213688/front_fr.7.400.jpg;https://static.openfoodfacts.org/images/products/20213688/front_fr.7.200.jpg;1506286709;1464.0;2.1;78.0;60.0;0.0;4.4;0.1
20213695;http://world-fr.openfoodfacts.org/produit/20213695/barquettes-choco-noisette-sondey;Barquettes choco-noisette;Sondey,Lidl;Lidl;e;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, fr:barquettes;Biscuits;France;https://static.openfoodfacts.org/images/products/20213695/front_fr.12.400.jpg;https://static.openfoodfacts.org/images/products/20213695/front_fr.12.200.jpg;1494256899;2025.0;23.0;62.0;48.0;;7.0;0.3
20216702;http://world-fr.openfoodfacts.org/produit/20216702/sfogliatine-glassate-italiamo;Sfogliatine Glassate;Italiamo;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/20216702/front_fr.8.400.jpg;https://static.openfoodfacts.org/images/products/20216702/front_fr.8.200.jpg;1478799365;2204.0;30.0;56.5;19.1;;6.7;0.7
20225887;http://world-fr.openfoodfacts.org/produit/20225887/gaufrettes-fourrees-et-nappees-de-chocolat-noir-choco-bistro;Gaufrettes Fourrées et Nappées de Chocolat Noir;Choco Bistro,Aldi;Aldi;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Gaufres fourrées;Biscuits;France;;;1508852864;2358.0;36.0;51.0;34.0;;7.0;0.1
20270353;http://world-fr.openfoodfacts.org/produit/20270353/boudoirs-sondey;Boudoirs;Sondey,Délices de Kerloch;Lidl;d;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, fr:biscuits-secs, fr:boudoirs;Biscuits;France;https://static.openfoodfacts.org/images/products/20270353/front_fr.13.400.jpg;https://static.openfoodfacts.org/images/products/20270353/front_fr.13.200.jpg;1509200958;1628.0;3.0;83.0;54.0;1.3;7.4;0.08
2027329499993;http://world-fr.openfoodfacts.org/produit/2027329499993/galettes-au-beurre-au-sirop-hema;Galettes au Beurre au Sirop;Hema;Hema;e;Biscuits sablés;Biscuits;France;https://static.openfoodfacts.org/images/products/202/732/949/9993/front_fr.4.400.jpg;https://static.openfoodfacts.org/images/products/202/732/949/9993/front_fr.4.200.jpg;1523346089;2017.0;19.0;72.0;36.0;;5.0;0.63
20274653;http://world-fr.openfoodfacts.org/produit/20274653/boudoirs-sondey;Boudoirs;Sondey;LIDL;d;Boudoirs;Biscuits;France;https://static.openfoodfacts.org/images/products/20274653/front_fr.6.400.jpg;https://static.openfoodfacts.org/images/products/20274653/front_fr.6.200.jpg;1476210228;1649.0;3.0;83.0;54.0;;7.4;0.08
20276607;http://world-fr.openfoodfacts.org/produit/20276607/galettes-au-beurre-catago;Galettes au beurre;Catago;Lidl;e;en:sugary-snacks,en:biscuits-and-cakes,en:biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/20276607/front_fr.6.400.jpg;https://static.openfoodfacts.org/images/products/20276607/front_fr.6.200.jpg;1521561866;2014.0;16.3;74.7;42.0;1.3;5.9;0.48
20302979;http://world-fr.openfoodfacts.org/produit/20302979/liodoro-amande-sondey;Liodoro Amande;Sondey;Lidl;e;Sugary snacks,Biscuits and cakes,Biscuits,Biscuits sablés;Biscuits;France;https://static.openfoodfacts.org/images/products/20302979/front_fr.8.400.jpg;https://static.openfoodfacts.org/images/products/20302979/front_fr.8.200.jpg;1511438458;2266.0;34.1;50.6;28.3;;7.0;0.43
20302986;http://world-fr.openfoodfacts.org/produit/20302986/liodoro-noix-de-coco-sondey;Liodoro noix de coco;Sondey;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat,Kekse,Süßwaren;Biscuits;France;https://static.openfoodfacts.org/images/products/20302986/front_fr.24.400.jpg;https://static.openfoodfacts.org/images/products/20302986/front_fr.24.200.jpg;1520683517;2339.0;36.0;52.0;26.2;3.2;5.2;0.43
20302993;http://world-fr.openfoodfacts.org/produit/20302993/liodoro-vanille-sondey;Liodoro Vanille;Sondey;LIDL,Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits sablés;Biscuits;France;https://static.openfoodfacts.org/images/products/20302993/front_fr.5.400.jpg;https://static.openfoodfacts.org/images/products/20302993/front_fr.5.200.jpg;1510153730;2223.0;31.5;56.8;21.6;;4.7;0.49999999999999895
20308986;http://world-fr.openfoodfacts.org/produit/20308986/liodoro-noix-de-coco-sondey;Liodoro noix de coco;Sondey;LIDL;e;Snacks sucrés,Biscuits et gâteaux,Biscuits;Biscuits;France;https://static.openfoodfacts.org/images/products/20308986/front_fr.5.400.jpg;https://static.openfoodfacts.org/images/products/20308986/front_fr.5.200.jpg;1437154103;2330.0;36.0;52.0;26.2;;5.2;0.43
20316365;http://world-fr.openfoodfacts.org/produit/20316365/biscino-coeur-fondant-au-lait-sondey;Biscino coeur fondant au lait;Sondey;Lidl;e;Snacks sucrés,Biscuits et gâteaux,Biscuits,Biscuits au chocolat;Biscuits;France;https://static.openfoodfacts.org/images/products/20316365/front_fr.15.400.jpg;https://static.openfoodfacts.org/images/products/20316365/front_fr.15.200.jpg;1523193005;2197.0;29.0;58.0;41.0;;7.0;0.3
20332389;http://world-fr.openfoodfacts.org/produit/20332389/fines-crepes-saveurs-de-nos-regions;Fines Crêpes;Saveurs de nos Régions,Lidl;Lidl;e;en:sugary-snacks, en:biscuits-and-cakes, en:biscuits, en:crepes-and-galettes, en:crepes, fr:biscuits-secs;Biscuits;France;https://static.openfoodfacts.org/images/products/20332389/front_fr.10.400.jpg;https://static.openfoodfacts.org/images/products/20332389/front_fr.10.200.jpg;1524927949;1971.0;17.0;72.2;35.2;2.0;6.3;0.55
20350147;http://world-fr.openfoodfacts.org/produit/20350147/petit-beurre-chocolat-blanc-sondey;Petit beurre chocolat blanc;Sondey;Lidl;e;Biscuits au chocolat,Biscuits au chocolat blanc;Biscuits;France;https://static.openfoodfacts.org/images/products/20350147/front_fr.6.400.jpg;https://static.openfoodfacts.org/images/products/20350147/front_fr.6.200.jpg;1423847698;2111.0;24.0;64.0;34.0;2.2;6.9;0.508
